Unnamed: 0,fecha_crimen,LONGITUD_X,LATITUD_Y
0,2018-01-01,-74.18557639384593,4.645852499644739
0,2018-01-01,-74.18357402760019,4.601851354106381
0,2018-01-01,-74.18358825138445,4.607863450705343
0,2018-01-01,-74.16958518991093,4.6278611766200095
0,2018-01-01,-74.16758913981235,4.613852927762713
0,2018-01-01,-74.16557514036892,4.635860292383667
0,2018-01-01,-74.16157767676962,4.59986734832674
0,2018-01-01,-74.15158239187221,4.679862125902258
0,2018-01-01,-74.14558551802463,4.597863311375741
0,2018-01-01,-74.14158263847104,4.679868032974944
0,2018-01-01,-74.13757932348867,4.591863239632574
0,2018-01-01,-74.131579205682,4.603867787734858
0,2018-01-01,-74.12558862617026,4.619867131076719
0,2018-01-01,-74.12358545829287,4.673866771687536
0,2018-01-01,-74.1215903623671,4.715857410358928
0,2018-01-01,-74.11558470542894,4.717860628378588
0,2018-01-01,-74.1135755245327,4.579860651819727
1,2018-01-01,-74.11358213713723,4.579852435864145
0,2018-01-01,-74.11158681190402,4.573859969570805
0,2018-01-01,-74.10958487315466,4.671863281498075
0,2018-01-01,-74.10559037656279,4.627853247870892
0,2018-01-01,-74.10358670517833,4.699861772214855
0,2018-01-01,-74.095573130936,4.6098685374590405
0,2018-01-01,-74.0915760195728,4.5638518157783485
0,2018-01-01,-74.08757864259857,4.619856181844167
0,2018-01-01,-74.08358075885621,4.631859754220435
0,2018-01-01,-74.06958848233135,4.593862583972122
1,2018-01-01,-74.06958913134572,4.593867558448179
0,2018-01-01,-74.0655758823592,4.60785319468264
0,2018-01-02,-74.20157603128743,4.62185647451856
0,2018-01-02,-74.18758186669578,4.599858047651802
0,2018-01-02,-74.16157804161018,4.615852120370738
0,2018-01-02,-74.15358402456116,4.633866521380479
0,2018-01-02,-74.14758444787452,4.619863817229403
0,2018-01-02,-74.14557258332505,4.667868378271927
0,2018-01-02,-74.14157875878466,4.6198666955525
0,2018-01-02,-74.13758166494134,4.661865844779944
0,2018-01-02,-74.13557815605253,4.65985177389701
0,2018-01-02,-74.13358714460837,4.70186278859296
0,2018-01-02,-74.1295896368328,4.625863976932363
0,2018-01-02,-74.12759000444757,4.617861203911385
0,2018-01-02,-74.12557448748444,4.593862148827424
0,2018-01-02,-74.12157344394248,4.571856837559574
0,2018-01-02,-74.1195796043874,4.555864333942958
0,2018-01-02,-74.10957254452295,4.695863051376924
0,2018-01-02,-74.10558188529458,4.541865017811594
0,2018-01-02,-74.10558298967285,4.577867921536712
0,2018-01-02,-74.10158101938089,4.571861656369443
0,2018-01-02,-74.09757957033328,4.687865114498311
0,2018-01-02,-74.08557632503563,4.677867749147397
0,2018-01-02,-74.08157359215744,4.571867328244536
0,2018-01-02,-74.07957468510767,4.601861946659794
0,2018-01-02,-74.07958167319931,4.6198623580701
0,2018-01-02,-74.07958464373415,4.671854973605758
0,2018-01-02,-74.07758800787458,4.605853831064775
0,2018-01-02,-74.07558227436901,4.60185690408889
0,2018-01-02,-74.07558194612855,4.645854622903773
0,2018-01-02,-74.07357760342649,4.615852539458815
0,2018-01-02,-74.06958425688603,4.67385676086472
0,2018-01-02,-74.06757621957844,4.627852661692702
0,2018-01-02,-74.0595850304887,4.629857055390456
0,2018-01-02,-74.05757958043486,4.6778603105070165
0,2018-01-02,-74.05558589153817,4.643852392661899
0,2018-01-02,-74.0555779109729,4.669866173805738
0,2018-01-03,-74.19957299720897,4.631852228246245
0,2018-01-03,-74.19758987496964,4.605864229278124
0,2018-01-03,-74.19558481245235,4.613866497337803
0,2018-01-03,-74.18158635608863,4.597860365659728
0,2018-01-03,-74.17758399099682,4.611864306751273
0,2018-01-03,-74.16558770504793,4.629855191875501
0,2018-01-03,-74.16157911278164,4.619862017101042
0,2018-01-03,-74.15557930670376,4.605867205921096
0,2018-01-03,-74.15357430129153,4.631853777802741
0,2018-01-03,-74.15157422847732,4.611865842763906
0,2018-01-03,-74.15158734201363,4.625852619983753
0,2018-01-03,-74.14758881874516,4.589859460240053
0,2018-01-03,-74.14558162597962,4.595855843782644
0,2018-01-03,-74.14558668096561,4.6178515694099325
0,2018-01-03,-74.14557424645203,4.627864350717114
0,2018-01-03,-74.14557579558301,4.631852511643818
0,2018-01-03,-74.14558356101288,4.685852827623101
0,2018-01-03,-74.14158931798386,4.579852316870116
0,2018-01-03,-74.14158728453228,4.605862872096317
0,2018-01-03,-74.13758635824696,4.713862941343604
0,2018-01-03,-74.13357422865687,4.605862101620857
0,2018-01-03,-74.12557993010576,4.619856052686411
0,2018-01-03,-74.12357507429905,4.561863863524652
0,2018-01-03,-74.12158885938832,4.62186676748074
0,2018-01-03,-74.11558847831282,4.661864839160823
0,2018-01-03,-74.11557396639934,4.673853517523066
0,2018-01-03,-74.10757496749495,4.561852839139764
0,2018-01-03,-74.10758744941059,4.671864335648301
